,arrival,parking_entry,kiosk,department_entrance,department_exit,parking_exit,departure,visit_time,parking_entry_wait,kiosk_wait,department_entrance_wait,department_exit_wait,parking_exit_wait,departure_wait,parking_entry_wait_wgt,kiosk_wait_wgt,department_entrance_wait_wgt,department_exit_wait_wgt,parking_exit_wait_wgt,departure_wait_wgt,Rating,Date
1013,20:28:14,20:36:14,20:46:14,20:53:14,21:49:14,22:05:14,22:11:14,103,8,10,7,56,16,6,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-21
1014,0:27:13,0:32:13,0:40:13,1:01:13,1:38:13,1:46:13,1:49:13,82,5,8,21,37,8,3,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-22
1015,19:23:30,19:28:30,19:44:30,19:51:30,20:49:30,20:58:30,21:04:30,101,5,16,7,58,9,6,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-22
1016,20:47:53,20:55:53,21:00:53,21:29:53,22:30:53,22:46:53,22:53:53,126,8,5,29,61,16,7,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-27
1017,14:16:04,14:24:04,14:33:04,14:39:04,15:31:04,15:41:04,15:49:04,93,8,9,6,52,10,8,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-19
1018,23:11:18,23:13:18,23:17:18,23:27:18,0:19:18,0:28:18,0:36:18,85,2,4,10,52,9,8,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-19
1019,20:30:53,20:32:53,20:38:53,20:51:53,21:30:53,21:38:53,21:41:53,71,2,6,13,39,8,3,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-21
1020,14:39:01,14:47:01,14:56:01,15:29:01,16:26:01,16:36:01,16:40:01,121,8,9,33,57,10,4,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-24
1021,23:40:37,23:45:37,23:54:37,0:17:37,0:54:37,1:04:37,1:07:37,87,5,9,23,37,10,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
1022,11:36:37,11:43:37,12:00:37,12:23:37,13:11:37,13:15:37,13:21:37,105,7,17,23,48,4,6,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-21
1023,7:18:08,7:20:08,7:27:08,7:40:08,8:28:08,8:39:08,8:41:08,83,2,7,13,48,11,2,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-24
1024,21:20:21,21:26:21,21:31:21,21:48:21,22:22:21,22:27:21,22:34:21,74,6,5,17,34,5,7,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-19
1025,3:39:54,3:42:54,3:51:54,4:10:54,5:13:54,5:27:54,5:32:54,113,3,9,19,63,14,5,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-27
1026,23:16:17,23:18:17,23:28:17,23:51:17,0:36:17,0:47:17,0:54:17,98,2,10,23,45,11,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
1027,1:07:42,1:11:42,1:27:42,1:54:42,2:48:42,2:54:42,3:03:42,116,4,16,27,54,6,9,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-25
1028,10:33:35,10:37:35,10:41:35,10:59:35,11:31:35,11:37:35,11:40:35,67,4,4,18,32,6,3,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-20
1029,11:29:18,11:32:18,11:41:18,12:08:18,13:05:18,13:18:18,13:25:18,116,3,9,27,57,13,7,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-22
1030,15:16:27,15:25:27,15:40:27,16:12:27,17:09:27,17:23:27,17:25:27,129,9,15,32,57,14,2,0.088,0.265,0.324,0.206,0.088,0.029,9.0,2021-06-21
1031,2:34:07,2:41:07,2:56:07,3:21:07,3:54:07,4:09:07,4:17:07,103,7,15,25,33,15,8,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-24
1032,11:21:11,11:25:11,11:40:11,12:08:11,13:12:11,13:24:11,13:32:11,131,4,15,28,64,12,8,0.088,0.265,0.324,0.206,0.088,0.029,9.0,2021-06-25
1033,17:29:47,17:34:47,17:47:47,18:14:47,18:53:47,18:59:47,19:06:47,97,5,13,27,39,6,7,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-26
1034,10:53:56,10:59:56,11:03:56,11:28:56,12:18:56,12:27:56,12:29:56,96,6,4,25,50,9,2,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-19
1035,1:54:04,1:58:04,2:03:04,2:37:04,3:21:04,3:26:04,3:34:04,100,4,5,34,44,5,8,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-23
1036,21:02:53,21:06:53,21:18:53,21:52:53,22:56:53,23:05:53,23:12:53,130,4,12,34,64,9,7,0.088,0.265,0.324,0.206,0.088,0.029,9.0,2021-06-25
1037,3:18:34,3:26:34,3:30:34,3:54:34,4:39:34,4:47:34,4:50:34,92,8,4,24,45,8,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-19
1038,19:14:02,19:18:02,19:22:02,19:47:02,20:21:02,20:34:02,20:39:02,85,4,4,25,34,13,5,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-27
1039,21:20:38,21:26:38,21:33:38,21:54:38,22:42:38,22:53:38,22:57:38,97,6,7,21,48,11,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-18
1040,3:56:18,4:02:18,4:10:18,4:30:18,4:58:18,5:04:18,5:06:18,70,6,8,20,28,6,2,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-27
1041,20:46:25,20:48:25,21:01:25,21:10:25,21:54:25,22:02:25,22:06:25,80,2,13,9,44,8,4,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-22
1042,6:37:57,6:41:57,6:53:57,7:09:57,7:57:57,8:10:57,8:12:57,95,4,12,16,48,13,2,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-19
1043,7:04:55,7:06:55,7:17:55,7:25:55,8:06:55,8:17:55,8:22:55,78,2,11,8,41,11,5,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-19
1044,20:19:02,20:25:02,20:38:02,21:10:02,22:02:02,22:07:02,22:10:02,111,6,13,32,52,5,3,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-22
1045,22:55:38,22:59:38,23:09:38,23:29:38,0:22:38,0:37:38,0:43:38,108,4,10,20,53,15,6,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-21
1046,10:20:10,10:27:10,10:40:10,11:07:10,11:38:10,11:44:10,11:50:10,90,7,13,27,31,6,6,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-24
1047,13:08:34,13:13:34,13:24:34,13:51:34,14:23:34,14:35:34,14:37:34,89,5,11,27,32,12,2,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-22
1048,16:55:38,17:01:38,17:09:38,17:41:38,18:17:38,18:34:38,18:42:38,107,6,8,32,36,17,8,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-26
1049,22:03:32,22:04:32,22:19:32,22:33:32,23:18:32,23:30:32,23:39:32,96,1,15,14,45,12,9,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-26
1050,13:24:06,13:32:06,13:40:06,14:12:06,14:47:06,14:57:06,15:03:06,99,8,8,32,35,10,6,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-18
1051,11:33:50,11:38:50,11:47:50,11:54:50,12:23:50,12:39:50,12:44:50,71,5,9,7,29,16,5,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-21
1052,18:47:44,18:54:44,18:58:44,19:25:44,19:59:44,20:07:44,20:12:44,85,7,4,27,34,8,5,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-25
1053,9:35:28,9:36:28,9:45:28,10:10:28,10:40:28,10:50:28,10:52:28,77,1,9,25,30,10,2,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-23
1054,23:04:37,23:08:37,23:11:37,23:25:37,0:08:37,0:14:37,0:20:37,76,4,3,14,43,6,6,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-27
1055,6:04:48,6:13:48,6:21:48,6:46:48,7:26:48,7:37:48,7:40:48,96,9,8,25,40,11,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-24
1056,18:52:36,18:53:36,19:01:36,19:26:36,20:15:36,20:21:36,20:23:36,91,1,8,25,49,6,2,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
1057,17:58:32,18:05:32,18:17:32,18:31:32,19:28:32,19:40:32,19:44:32,106,7,12,14,57,12,4,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-27
1058,19:46:55,19:54:55,19:57:55,20:24:55,21:24:55,21:30:55,21:33:55,107,8,3,27,60,6,3,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-24
1059,1:44:31,1:48:31,1:55:31,2:27:31,3:01:31,3:07:31,3:16:31,92,4,7,32,34,6,9,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-26
1060,5:31:14,5:39:14,5:45:14,6:15:14,6:53:14,7:06:14,7:08:14,97,8,6,30,38,13,2,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-22
1061,1:07:11,1:09:11,1:22:11,1:53:11,2:22:11,2:32:11,2:33:11,86,2,13,31,29,10,1,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
1062,18:22:14,18:26:14,18:33:14,18:39:14,19:33:14,19:45:14,19:50:14,88,4,7,6,54,12,5,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-24
1063,1:48:51,1:52:51,2:00:51,2:14:51,2:57:51,3:05:51,3:06:51,78,4,8,14,43,8,1,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-18
1064,10:02:39,10:07:39,10:20:39,10:49:39,11:23:39,11:35:39,11:40:39,98,5,13,29,34,12,5,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-25
1065,4:57:23,5:02:23,5:18:23,5:37:23,6:39:23,6:49:23,6:58:23,121,5,16,19,62,10,9,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-25
1066,8:26:59,8:32:59,8:43:59,9:07:59,9:41:59,9:46:59,9:55:59,89,6,11,24,34,5,9,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
1067,23:34:58,23:40:58,23:45:58,23:59:58,0:56:58,0:59:58,1:02:58,88,6,5,14,57,3,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-20
1068,12:29:52,12:31:52,12:39:52,12:57:52,13:47:52,14:00:52,14:04:52,95,2,8,18,50,13,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-20
1069,17:55:41,18:01:41,18:14:41,18:41:41,19:28:41,19:40:41,19:42:41,107,6,13,27,47,12,2,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-26
1070,11:32:53,11:36:53,11:49:53,12:15:53,13:01:53,13:10:53,13:18:53,106,4,13,26,46,9,8,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-21
1071,14:09:10,14:16:10,14:28:10,14:35:10,15:04:10,15:15:10,15:18:10,69,7,12,7,29,11,3,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-23
1072,11:58:15,12:04:15,12:12:15,12:39:15,13:33:15,13:41:15,13:45:15,107,6,8,27,54,8,4,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-19
1073,7:47:25,7:56:25,8:12:25,8:40:25,9:23:25,9:34:25,9:39:25,112,9,16,28,43,11,5,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-20
1074,13:41:37,13:46:37,13:51:37,14:22:37,14:48:37,15:00:37,15:07:37,86,5,5,31,26,12,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-24
1075,5:15:06,5:21:06,5:32:06,6:00:06,6:40:06,6:51:06,6:57:06,102,6,11,28,40,11,6,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-21
1076,8:10:27,8:12:27,8:17:27,8:27:27,9:28:27,9:45:27,9:52:27,102,2,5,10,61,17,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-25
1077,12:38:41,12:41:41,12:46:41,13:17:41,13:55:41,14:07:41,14:14:41,96,3,5,31,38,12,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-22
1078,17:03:19,17:09:19,17:19:19,17:34:19,18:01:19,18:09:19,18:15:19,72,6,10,15,27,8,6,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-18
1079,12:14:31,12:17:31,12:31:31,12:47:31,13:41:31,13:49:31,13:56:31,102,3,14,16,54,8,7,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-26
1080,8:47:29,8:53:29,9:07:29,9:37:29,10:25:29,10:40:29,10:43:29,116,6,14,30,48,15,3,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-18
1081,14:08:03,14:15:03,14:20:03,14:40:03,15:28:03,15:36:03,15:43:03,95,7,5,20,48,8,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-19
1082,19:30:14,19:38:14,19:51:14,20:14:14,20:54:14,21:04:14,21:09:14,99,8,13,23,40,10,5,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-21
1083,1:30:32,1:38:32,1:49:32,2:02:32,2:37:32,2:45:32,2:47:32,77,8,11,13,35,8,2,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-26
1084,14:17:32,14:24:32,14:34:32,14:44:32,15:17:32,15:23:32,15:30:32,73,7,10,10,33,6,7,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-25
1085,8:17:05,8:22:05,8:36:05,9:07:05,9:37:05,9:51:05,9:54:05,97,5,14,31,30,14,3,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-19
1086,18:19:14,18:23:14,18:35:14,18:59:14,19:29:14,19:45:14,19:48:14,89,4,12,24,30,16,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-24
1087,22:11:49,22:14:49,22:21:49,22:41:49,23:10:49,23:18:49,23:19:49,68,3,7,20,29,8,1,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-21
1088,0:22:07,0:29:07,0:35:07,0:54:07,1:35:07,1:48:07,1:53:07,91,7,6,19,41,13,5,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-19
1089,9:16:42,9:19:42,9:30:42,9:53:42,10:49:42,11:05:42,11:10:42,114,3,11,23,56,16,5,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-21
1090,5:39:20,5:44:20,5:59:20,6:14:20,7:04:20,7:19:20,7:22:20,103,5,15,15,50,15,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
1091,4:41:22,4:47:22,4:51:22,5:19:22,6:18:22,6:34:22,6:42:22,121,6,4,28,59,16,8,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-18
1092,1:46:48,1:49:48,2:01:48,2:12:48,3:15:48,3:22:48,3:26:48,100,3,12,11,63,7,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-18
1093,16:10:51,16:16:51,16:30:51,16:53:51,17:50:51,17:56:51,17:59:51,109,6,14,23,57,6,3,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-27
1094,0:31:45,0:37:45,0:44:45,0:50:45,1:41:45,1:50:45,1:58:45,87,6,7,6,51,9,8,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-27
1095,1:55:16,2:01:16,2:04:16,2:15:16,2:46:16,2:56:16,3:03:16,68,6,3,11,31,10,7,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-26
1096,9:33:47,9:36:47,9:49:47,10:06:47,11:03:47,11:07:47,11:12:47,99,3,13,17,57,4,5,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-20
1097,8:30:22,8:38:22,8:53:22,9:23:22,10:15:22,10:27:22,10:32:22,122,8,15,30,52,12,5,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-22
1098,10:22:09,10:26:09,10:33:09,11:07:09,11:41:09,11:49:09,11:55:09,93,4,7,34,34,8,6,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-23
1099,19:56:01,19:57:01,20:09:01,20:20:01,21:25:01,21:34:01,21:40:01,104,1,12,11,65,9,6,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-27
1100,21:54:03,22:00:03,22:05:03,22:30:03,23:13:03,23:22:03,23:26:03,92,6,5,25,43,9,4,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-26
1101,23:16:31,23:20:31,23:26:31,23:58:31,1:00:31,1:14:31,1:16:31,120,4,6,32,62,14,2,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-21
1102,1:37:33,1:44:33,1:47:33,2:16:33,3:08:33,3:15:33,3:22:33,105,7,3,29,52,7,7,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-22
1103,1:11:19,1:12:19,1:19:19,1:48:19,2:44:19,2:55:19,3:02:19,111,1,7,29,56,11,7,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-23
1104,8:18:52,8:23:52,8:36:52,9:10:52,9:37:52,9:51:52,9:52:52,94,5,13,34,27,14,1,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-25
1105,20:12:40,20:14:40,20:17:40,20:43:40,21:13:40,21:19:40,21:25:40,73,2,3,26,30,6,6,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-20
1106,22:52:16,23:00:16,23:05:16,23:37:16,0:19:16,0:27:16,0:36:16,104,8,5,32,42,8,9,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-24
1107,4:07:21,4:13:21,4:20:21,4:42:21,5:39:21,5:46:21,5:47:21,100,6,7,22,57,7,1,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-26
1108,20:30:54,20:32:54,20:48:54,21:08:54,21:57:54,22:12:54,22:17:54,107,2,16,20,49,15,5,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-26
1109,16:11:17,16:20:17,16:35:17,17:01:17,17:35:17,17:46:17,17:53:17,102,9,15,26,34,11,7,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-19
1110,21:08:06,21:12:06,21:25:06,21:30:06,22:02:06,22:16:06,22:19:06,71,4,13,5,32,14,3,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-23
1111,22:30:29,22:37:29,22:43:29,23:16:29,0:10:29,0:17:29,0:20:29,110,7,6,33,54,7,3,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-20
1112,15:06:29,15:13:29,15:16:29,15:34:29,16:32:29,16:39:29,16:46:29,100,7,3,18,58,7,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-26
1113,1:01:57,1:07:57,1:15:57,1:32:57,2:01:57,2:18:57,2:26:57,85,6,8,17,29,17,8,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-19
1114,4:16:04,4:19:04,4:31:04,5:02:04,5:53:04,6:07:04,6:10:04,114,3,12,31,51,14,3,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-26
1115,13:00:41,13:07:41,13:23:41,13:45:41,14:24:41,14:30:41,14:37:41,97,7,16,22,39,6,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-22
1116,9:58:06,10:02:06,10:16:06,10:28:06,11:11:06,11:20:06,11:27:06,89,4,14,12,43,9,7,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-19
1117,11:08:21,11:16:21,11:20:21,11:52:21,12:22:21,12:28:21,12:33:21,85,8,4,32,30,6,5,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-22
1118,9:25:00,9:27:00,9:39:00,9:56:00,10:40:00,10:49:00,10:54:00,89,2,12,17,44,9,5,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-20
1119,12:33:30,12:41:30,12:53:30,13:26:30,14:25:30,14:34:30,14:42:30,129,8,12,33,59,9,8,0.088,0.265,0.324,0.206,0.088,0.029,9.0,2021-06-27
1120,9:43:45,9:48:45,9:58:45,10:08:45,11:05:45,11:09:45,11:16:45,93,5,10,10,57,4,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-23
1121,21:36:31,21:37:31,21:46:31,22:02:31,22:49:31,22:56:31,22:59:31,83,1,9,16,47,7,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-25
1122,2:57:37,3:06:37,3:22:37,3:47:37,4:46:37,4:50:37,4:56:37,119,9,16,25,59,4,6,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-18
1123,10:24:09,10:31:09,10:47:09,10:58:09,11:29:09,11:34:09,11:42:09,78,7,16,11,31,5,8,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-21
1124,16:46:00,16:51:00,17:02:00,17:22:00,18:17:00,18:25:00,18:31:00,105,5,11,20,55,8,6,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-22
1125,1:23:08,1:28:08,1:35:08,1:42:08,2:37:08,2:45:08,2:49:08,86,5,7,7,55,8,4,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-24
1126,9:11:10,9:15:10,9:19:10,9:33:10,10:25:10,10:40:10,10:49:10,98,4,4,14,52,15,9,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
1127,1:41:21,1:44:21,1:55:21,2:07:21,3:03:21,3:14:21,3:20:21,99,3,11,12,56,11,6,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
1128,5:19:34,5:26:34,5:38:34,6:04:34,6:40:34,6:48:34,6:56:34,97,7,12,26,36,8,8,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
1129,5:28:26,5:37:26,5:50:26,6:12:26,7:11:26,7:21:26,7:28:26,120,9,13,22,59,10,7,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-25
1130,20:04:59,20:12:59,20:26:59,20:43:59,21:11:59,21:20:59,21:25:59,81,8,14,17,28,9,5,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-22
1131,20:41:35,20:44:35,20:52:35,21:13:35,22:06:35,22:13:35,22:21:35,100,3,8,21,53,7,8,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-19
1132,8:50:47,8:57:47,9:02:47,9:23:47,9:51:47,10:04:47,10:06:47,76,7,5,21,28,13,2,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-22
1133,11:11:45,11:15:45,11:25:45,11:45:45,12:32:45,12:42:45,12:48:45,97,4,10,20,47,10,6,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
1134,8:31:13,8:36:13,8:49:13,9:07:13,9:59:13,10:05:13,10:13:13,102,5,13,18,52,6,8,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-26
1135,19:46:34,19:51:34,20:01:34,20:15:34,20:47:34,20:59:34,21:04:34,78,5,10,14,32,12,5,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-27
1136,19:40:44,19:44:44,19:59:44,20:33:44,21:05:44,21:17:44,21:23:44,103,4,15,34,32,12,6,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-19
1137,18:06:46,18:07:46,18:14:46,18:36:46,19:10:46,19:22:46,19:30:46,84,1,7,22,34,12,8,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-27
1138,21:07:42,21:12:42,21:24:42,21:59:42,22:44:42,22:54:42,23:02:42,115,5,12,35,45,10,8,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-26
1139,18:57:54,19:05:54,19:18:54,19:41:54,20:32:54,20:38:54,20:43:54,106,8,13,23,51,6,5,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-27
1140,17:04:10,17:09:10,17:13:10,17:43:10,18:13:10,18:27:10,18:36:10,92,5,4,30,30,14,9,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-20
1141,8:04:31,8:12:31,8:16:31,8:24:31,9:26:31,9:30:31,9:34:31,90,8,4,8,62,4,4,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-24
1142,5:37:49,5:40:49,5:45:49,6:10:49,7:08:49,7:24:49,7:29:49,112,3,5,25,58,16,5,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-25
1143,5:40:15,5:44:15,5:56:15,6:06:15,7:01:15,7:17:15,7:22:15,102,4,12,10,55,16,5,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-26
1144,2:24:23,2:30:23,2:43:23,3:15:23,4:06:23,4:20:23,4:25:23,121,6,13,32,51,14,5,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-26
1145,1:40:53,1:45:53,1:54:53,2:06:53,2:34:53,2:48:53,2:53:53,73,5,9,12,28,14,5,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-18
1146,4:39:43,4:47:43,5:00:43,5:25:43,6:20:43,6:27:43,6:29:43,110,8,13,25,55,7,2,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-24
1147,4:27:31,4:29:31,4:40:31,4:58:31,5:30:31,5:35:31,5:38:31,71,2,11,18,32,5,3,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-21
1148,6:28:12,6:32:12,6:39:12,7:00:12,7:49:12,7:54:12,7:57:12,89,4,7,21,49,5,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-25
1149,19:03:48,19:08:48,19:22:48,19:50:48,20:17:48,20:33:48,20:39:48,96,5,14,28,27,16,6,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-21
1150,11:38:05,11:45:05,11:50:05,12:10:05,12:58:05,13:13:05,13:20:05,102,7,5,20,48,15,7,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-20
1151,2:02:12,2:07:12,2:12:12,2:23:12,2:53:12,3:06:12,3:13:12,71,5,5,11,30,13,7,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-25
1152,10:13:37,10:16:37,10:22:37,10:38:37,11:17:37,11:32:37,11:37:37,84,3,6,16,39,15,5,0.088,0.265,0.324,0.206,0.088,0.029,5.0,2021-06-21
1153,10:07:31,10:13:31,10:26:31,10:55:31,11:33:31,11:41:31,11:48:31,101,6,13,29,38,8,7,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-27
1154,10:06:02,10:11:02,10:19:02,10:51:02,11:28:02,11:36:02,11:40:02,94,5,8,32,37,8,4,0.088,0.265,0.324,0.206,0.088,0.029,7.0,2021-06-18
1155,10:52:57,10:59:57,11:06:57,11:21:57,12:16:57,12:29:57,12:31:57,99,7,7,15,55,13,2,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-27
1156,9:03:48,9:06:48,9:17:48,9:38:48,10:15:48,10:32:48,10:34:48,91,3,11,21,37,17,2,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-26
1157,6:08:38,6:14:38,6:20:38,6:49:38,7:25:38,7:39:38,7:42:38,94,6,6,29,36,14,3,0.088,0.265,0.324,0.206,0.088,0.029,6.0,2021-06-20
1158,14:02:47,14:04:47,14:14:47,14:29:47,14:57:47,15:06:47,15:12:47,70,2,10,15,28,9,6,0.088,0.265,0.324,0.206,0.088,0.029,4.0,2021-06-25
1159,13:25:36,13:31:36,13:45:36,14:14:36,15:07:36,15:15:36,15:19:36,114,6,14,29,53,8,4,0.088,0.265,0.324,0.206,0.088,0.029,8.0,2021-06-24
